INTR_PER_ACRE,RAPID_TRANSIT_ACCESS,TOTAL_EMPLOYMENT,JOBS_PPL_PER_ARCE,POP_FEMALE_PERC,POP_AGE_18_34_PERC,POP_AGE_45_64_PERC,POP_AGE_65_PERC,EDU_2_PERC,RACE_BAA_PERC,RACE_OTHER,VEH_1,TENURE_OWN_PERC,AVG_HH_SIZE_RENT,CONNECTED_NODE_RATIO,TRIP_ORIGINS,TRIP_DESTI,TRIP_ACTIV,TRIP_VMT,RESIDENTIAL_ROADS_PERC
1.21,0,439,5.57,0.54,0.15,0.271,0.11,0.17,0.03,479,128,0.87,3.98,0.14,0,10,10,115,0.8
0.61,0,1019,4.38,0.54,0.15,0.338,0.15,0.15,0.03,215,103,0.88,3.2,0.2,0,36,36,128,0.82
1.49,0,1030,12.76,0.5,0.26,0.286,0.09,0.15,0.01,625,259,0.81,2.43,0.17,0,23,23,60,0.86
1.38,0,245,8.2,0.53,0.18,0.295,0.15,0.2,0,201,148,0.86,2.66,0.21,0,11,11,41,0.68
1.35,0,353,4.09,0.53,0,0.118,0.86,0.28,0.01,0,74,0.93,1.55,0.16,0,0,0,13,0.84
1.6,0,73,3.49,0.54,0.01,0.137,0.85,0.15,0.01,18,132,0.96,1.38,0.16,0,0,0,0,0.78
1.53,0,424,7.52,0.51,0.11,0.195,0.43,0.19,0.02,224,182,0.87,2.91,0.2,0,10,10,12,0.91
0.71,0,520,1.63,0.51,0.14,0.29,0.12,0.14,0.02,1366,341,0.89,4,0.15,0,15,15,210,0.77
0.74,0,2867,9.46,0.53,0.23,0.233,0.21,0.04,0.04,604,677,0.53,2.39,0.18,0,5,5,91,0.75
0.33,0,546,8.65,0.56,0.01,0.137,0.85,0.15,0.01,26,183,0.89,1.6,0.17,25,36,61,212,0.26
0.84,0,4867,16.04,0.55,0.12,0.233,0.36,0.07,0.06,143,615,0.64,1.79,0.19,107,104,211,305,0.54
0.96,0,573,7.14,0.56,0.09,0.099,0.69,0.1,0.07,6,215,0.78,1.49,0.22,22,27,49,130,0.77
0.65,0,136,7.49,0.42,0.14,0.356,0.23,0.1,0.01,315,406,0.78,3.5,0.27,28,18,46,355,0.73
0.44,0,686,8.61,0.47,0.24,0.188,0.15,0.02,0.01,421,585,0.54,2.93,0.33,0,5,5,119,0.7
0.55,0,357,7.18,0.53,0.17,0.236,0.28,0.1,0.02,248,272,0.79,3.12,0.29,0,6,6,50,0.78
0.52,0,228,10.35,0.52,0.1,0.248,0.3,0.06,0,258,641,0.73,3.1,0.28,0,3,3,36,0.97
0.78,0,4021,10.83,0.5,0.37,0.179,0.13,0.12,0.01,296,459,0.28,2.34,0.11,248,229,477,1700,0.48
0.9,0,31,3.07,0.5,0.15,0.097,0.61,0.16,0,66,163,0.81,2.01,0.07,5,7,12,1118,0.41
1.05,0,245,5.29,0.52,0.13,0.354,0.21,0.26,0.01,250,246,0.89,2.02,0.19,0,10,10,146,0.69
0.47,0,1311,2.54,0.51,0.09,0.359,0.24,0.31,0.04,264,192,0.89,2.44,0.15,0,5,5,154,0.75
1.09,0,3354,5.76,0.57,0.06,0.315,0.27,0.29,0,61,197,0.83,2.75,0.13,0,20,20,92,0.79
0.51,0,2356,6.01,0.47,0.09,0.317,0.17,0.27,0,32,241,0.91,3.97,0.15,0,23,23,137,0.61
0.5,0,1635,3.75,0.54,0.18,0.328,0.34,0.33,0.03,102,931,0.42,1.57,0.14,0,16,16,2005,0.23
0.76,0,10484,7.67,0.57,0.22,0.265,0.26,0.23,0.01,63,463,0.39,1.85,0.1,0,83,83,905,0.15
0.89,0,843,5.5,0.5,0.09,0.364,0.26,0.26,0.01,36,67,0.91,1.96,0.14,0,1,1,17,0.78
0.9,0,785,5.76,0.52,0.14,0.351,0.17,0.23,0.03,177,84,0.88,2.28,0.18,0,1,1,38,0.76
0.21,0,527,0.86,0.5,0.14,0.344,0.13,0.27,0.01,181,269,0.94,2.97,0.15,0,7,7,306,0.61
0.73,0,627,5.4,0.51,0.19,0.303,0.12,0.18,0.01,221,219,0.9,3.06,0.18,0,17,17,70,0.78
0.85,0,1047,7.13,0.53,0.19,0.283,0.1,0.19,0.02,419,270,0.84,3.63,0.22,0,26,26,68,0.84
1.54,0,460,7.1,0.5,0.19,0.377,0.11,0.2,0.03,237,241,0.8,3.74,0.14,0,31,31,65,0.79
0.43,0,228,3.16,0.49,0.29,0.149,0.09,0.09,0.09,357,312,0.76,3.98,0.18,0,3,3,189,0.84
1.01,0,100,13.93,0.44,0.27,0.205,0.06,0.06,0.12,1105,487,0.64,4.17,0.25,0,34,34,81,0.76
1.11,0,641,10.88,0.49,0.24,0.179,0.16,0.03,0.1,698,209,0.53,3.4,0.21,0,1,1,57,0.83
1.24,0,49,18.55,0.48,0.24,0.181,0.05,0.04,0.14,964,346,0.51,4.33,0.23,0,1,1,7,0.78
1.54,0,1318,4.69,0.49,0.13,0.258,0.23,0.23,0.01,263,345,0.84,2.84,0.18,0,18,18,123,0.8
0.29,0,636,2.17,0.5,0.27,0.188,0.08,0.1,0.09,992,393,0.72,4.19,0.16,1,33,34,489,0.69
0.98,0,493,6.36,0.47,0.25,0.224,0.09,0.12,0.09,981,372,0.59,3.33,0.11,0,19,19,74,0.73
0.89,0,456,7.76,0.51,0.24,0.275,0.1,0.09,0.14,656,229,0.75,3.47,0.2,0,19,19,72,0.79
1.03,0,149,2.32,0.51,0,0.191,0.81,0.27,0.02,0,143,0.96,1.32,0.16,0,22,22,184,0.72
0.55,0,5640,6.03,0.59,0.05,0.25,0.68,0.23,0,30,260,0.84,1.67,0.11,184,142,326,1847,0.07
1.83,0,93,11.18,0.45,0.28,0.223,0.13,0.11,0.03,421,176,0.77,4.19,0.16,20,8,28,194,0.82
1.27,0,1959,21.8,0.53,0.27,0.256,0.11,0.06,0.15,375,704,0.23,2.2,0.1,51,65,116,949,0.45
1.03,0,558,11.9,0.53,0.2,0.268,0.11,0.14,0.02,214,583,0.54,1.84,0.18,35,28,63,266,0.79
0.83,0,1150,20.76,0.47,0.32,0.226,0.07,0.1,0.05,1193,928,0.37,2.61,0.19,122,139,261,439,0.83
1.11,0,961,19.1,0.49,0.28,0.208,0.08,0.11,0.07,918,1014,0.25,2.76,0.18,149,139,288,559,0.81
0.78,0,7581,13.76,0.56,0.38,0.105,0.01,0.04,0.16,5695,1973,0.19,3.54,0.14,333,312,645,4654,0.35
1,1,345,23.52,0.5,0.27,0.154,0.04,0.03,0.22,677,325,0.22,4.19,0.16,12,6,18,99,0.79
0.98,1,9970,9.29,0.45,0.56,0.129,0.04,0.17,0.07,379,713,0.15,1.9,0.13,731,653,1384,4790,0.36
0.87,0,6515,8.19,0.49,0.17,0.316,0.16,0.28,0.02,167,664,0.65,2.2,0.12,0,86,86,814,0.57
1.01,0,1627,4.16,0.49,0.08,0.322,0.17,0.32,0.01,313,542,0.77,2.26,0.15,0,41,41,772,0.64
0.55,0,302,2.25,0.48,0.17,0.315,0.08,0.18,0.02,212,43,0.88,4.3,0.12,0,2,2,14,0.64
0.8,0,154,2.78,0.56,0.21,0.241,0.08,0.15,0.09,265,195,0.83,5.42,0.1,0,1,1,38,0.59
0.65,0,425,5.17,0.47,0.11,0.282,0.14,0.21,0.02,178,264,0.95,4,0.19,0,21,21,67,0.76
1.37,0,458,8.46,0.51,0.2,0.282,0.09,0.16,0.03,452,451,0.68,3.21,0.14,0,9,9,273,0.74
1.22,0,1005,4.47,0.51,0.17,0.369,0.19,0.18,0.04,294,250,0.87,2.52,0.12,0,7,7,394,0.66
0.38,0,838,1.23,0.46,0.18,0.385,0.26,0.23,0.01,231,147,0.94,4.82,0.11,0,10,10,467,0.57
1.14,0,136,7.48,0.47,0.25,0.318,0.12,0.11,0.02,205,444,0.81,3.33,0.2,0,10,10,292,0.77
0.48,0,83,3.13,0.57,0.07,0.181,0.65,0.13,0,173,185,0.86,2.51,0.23,0,0,0,12,0.82
1.42,0,704,4.8,0.58,0.09,0.233,0.53,0.27,0,58,247,0.78,1.9,0.17,0,14,14,66,0.74
1.25,0,1750,8.93,0.48,0.16,0.299,0.12,0.19,0.09,735,193,0.81,3.15,0.15,0,10,10,59,0.66
0.98,0,1544,7.61,0.46,0.21,0.218,0.06,0.14,0.13,220,155,0.76,3.43,0.13,0,8,8,55,0.59
0.79,0,1013,5.92,0.5,0.23,0.243,0.09,0.1,0.09,1267,776,0.69,3.44,0.23,0,36,36,139,0.66
0.9,0,199,6.14,0.51,0.2,0.219,0.11,0.09,0.09,2300,544,0.72,4.23,0.18,0,6,6,43,0.73
1.2,0,219,9.97,0.46,0.17,0.19,0.11,0.12,0.07,641,316,0.82,4.55,0.2,0,8,8,32,0.71
1.48,0,918,10.56,0.53,0.14,0.203,0.11,0.15,0.12,200,191,0.74,3.94,0.16,0,6,6,69,0.79
1.65,0,474,10.48,0.55,0.21,0.271,0.13,0.09,0.06,314,664,0.65,2.77,0.16,0,3,3,25,0.73
0.74,0,1439,3.42,0.54,0.24,0.246,0.09,0.08,0.06,121,480,0.38,2.31,0.14,0,15,15,97,0.34
1.08,0,10422,10.23,0.49,0.21,0.263,0.11,0.09,0.02,245,367,0.59,2.44,0.14,157,121,278,6464,0.46
1.13,0,10581,16.79,0.51,0.27,0.16,0.03,0.01,0.01,286,209,0.63,4.69,0.11,81,51,132,2137,0.45
0.89,0,51,3.32,0.55,0.01,0.145,0.84,0.22,0,9,167,0.92,1.34,0.13,0,0,0,1,0.78
1.36,0,437,10.36,0.54,0.22,0.303,0.15,0.1,0.11,305,367,0.68,2.75,0.19,0,5,5,7,0.82
0.59,0,2506,4.98,0.52,0.24,0.204,0.11,0.05,0.07,1089,443,0.72,3.6,0.14,0,5,5,10,0.76
0.56,0,2968,3.99,0.49,0.26,0.218,0.12,0.03,0.07,855,417,0.46,2.97,0.23,0,1,1,6,0.78
0.95,0,232,5.68,0.52,0.14,0.28,0.08,0.25,0.01,283,395,0.92,3.77,0.19,0,4,4,64,0.74
0.63,0,585,3.16,0.48,0.09,0.356,0.17,0.25,0,124,92,0.89,2.87,0.15,0,3,3,46,0.83
0.32,0,178,1.2,0.47,0.15,0.283,0.11,0.14,0.03,142,180,0.83,2.98,0.14,0,2,2,1494,0.61
0.4,0,558,1.1,0.5,0.11,0.318,0.14,0.26,0.03,359,96,0.92,3.11,0.12,0,3,3,33,0.7
0.3,0,194,1.09,0.47,0.19,0.22,0.09,0.28,0.03,242,591,0.79,1.82,0.14,0,24,24,58,0.66
1.15,0,3352,16.98,0.53,0.29,0.217,0.17,0.28,0.01,384,1199,0.45,1.96,0.14,0,41,41,1052,0.33
1.12,0,3646,28.52,0.55,0.3,0.264,0.16,0.29,0,110,976,0.4,1.81,0.19,0,4,4,723,0.5
1.19,0,1830,16.72,0.51,0.24,0.287,0.21,0.2,0.02,172,924,0.41,1.83,0.16,1,20,21,243,0.51
1.78,0,207,6.55,0.53,0.2,0.349,0.18,0.24,0.03,35,194,0.81,2.65,0.13,0,4,4,501,0.62
1.34,0,219,9.54,0.51,0.21,0.206,0.09,0.1,0.1,489,389,0.84,3.59,0.13,0,7,7,24,0.8
1.35,0,98,11.49,0.5,0.2,0.236,0.1,0.09,0.07,370,447,0.66,3.75,0.18,0,7,7,16,0.67
1.37,0,294,11.37,0.53,0.3,0.21,0.1,0.11,0.06,445,338,0.72,3.52,0.18,0,1,1,9,0.82
1.62,0,383,11.91,0.49,0.24,0.262,0.13,0.07,0.12,687,579,0.76,3.57,0.18,0,8,8,48,0.77
1.34,0,437,9.56,0.49,0.17,0.234,0.1,0.14,0.08,361,156,0.83,3.7,0.22,0,3,3,28,0.78
0.82,0,263,7.46,0.51,0.27,0.226,0.08,0.1,0.03,514,427,0.68,3.79,0.22,0,11,11,30,0.66
0.67,0,3604,3.15,0.49,0.14,0.254,0.12,0.13,0.08,291,212,0.81,2.75,0.18,0,14,14,156,0.63
0.46,0,5000,10.41,0.52,0.26,0.186,0.06,0.02,0.14,666,779,0.23,3.07,0.1,73,41,114,928,0.17
0.87,0,3414,9.76,0.48,0.14,0.292,0.19,0.17,0.01,115,164,0.88,3.31,0.2,2,33,35,319,0.7
0.87,0,223,4.48,0.51,0.11,0.31,0.2,0.26,0,104,94,0.95,2.33,0.21,0,9,9,192,0.77
1.11,1,1800,19.8,0.5,0.26,0.203,0.07,0.03,0.05,956,780,0.24,2.9,0.21,32,17,49,220,0.72
1.13,0,223,18.42,0.5,0.28,0.244,0.04,0.02,0.07,701,588,0.24,3.49,0.21,28,38,66,48,0.87
0.62,0,1358,2.21,0.5,0.11,0.344,0.27,0.3,0,52,104,0.89,1.55,0.15,107,71,178,1547,0.72
1.22,0,4209,4.1,0.49,0.2,0.293,0.22,0.26,0.02,286,495,0.65,1.5,0.09,263,243,506,2380,0.85
0.79,0,259,3.39,0.5,0.11,0.317,0.13,0.3,0,104,23,0.97,0,0.21,33,26,59,544,0.82
1.6,0,455,6.77,0.43,0.17,0.287,0.15,0.21,0.06,218,258,0.89,2.47,0.12,100,86,186,384,0.72
1.16,0,567,5.71,0.51,0.2,0.324,0.13,0.23,0.03,493,567,0.64,2.53,0.1,44,38,82,450,0.66
1.03,0,163,3.69,0.49,0.18,0.384,0.11,0.32,0.03,178,153,0.95,3.87,0.11,23,14,37,228,0.71
0.97,0,436,3.61,0.49,0.12,0.428,0.1,0.27,0.02,310,277,0.91,2.25,0.1,36,37,73,186,0.67
0.66,0,235,9.12,0.55,0.19,0.277,0.32,0.09,0.02,282,448,0.69,2.44,0.32,25,31,56,127,0.81
0.64,0,222,3.82,0.52,0.09,0.389,0.3,0.21,0.01,26,187,0.93,2.2,0.16,5,6,11,16,0.58
0.7,0,656,10.04,0.51,0.22,0.272,0.1,0.13,0.04,626,574,0.64,3.26,0.29,47,62,109,281,0.82
0.68,0,466,7,0.56,0.11,0.307,0.38,0.14,0.02,56,271,0.79,1.98,0.37,37,43,80,101,0.86
1.16,0,292,3.72,0.55,0.02,0.197,0.78,0.19,0.01,17,477,0.89,1.89,0.16,0,3,3,44,0.74
1.16,0,4713,6.04,0.55,0.01,0.135,0.84,0.2,0.02,120,262,0.77,1.3,0.15,0,15,15,95,0.7
0.93,0,317,16.57,0.49,0.33,0.201,0.05,0.02,0.07,1874,402,0.57,4.91,0.3,46,48,94,211,0.82
0.68,0,1230,6.38,0.51,0.15,0.288,0.21,0.17,0,150,149,0.88,3.32,0.24,1,33,34,270,0.79
1.26,0,2050,8.39,0.56,0.17,0.269,0.31,0.35,0.03,234,649,0.62,1.77,0.17,39,32,71,328,0.75
0.8,0,4216,5.83,0.5,0.11,0.315,0.26,0.25,0.01,255,546,0.76,1.75,0.17,104,111,215,915,0.73
1.04,0,182,4.62,0.49,0.13,0.401,0.14,0.24,0.05,225,96,0.95,3.37,0.13,111,134,245,332,0.84
1.01,1,1626,14.08,0.45,0.7,0.082,0.05,0.11,0.1,1099,2020,0.1,2.04,0.13,210,210,420,3781,0.61
1.86,1,673,48.52,0.42,0.86,0.06,0,0.06,0.09,323,452,0.01,2.4,0.11,132,174,306,366,0.43
1.61,1,952,12.46,0.41,0.5,0.19,0.1,0.14,0.09,1532,977,0.34,2.47,0.17,217,189,406,1412,0.87
1.46,1,1918,17.2,0.54,0.9,0.042,0.02,0.05,0.04,839,331,0.42,2.86,0.13,618,442,1060,3821,0.58
0.86,1,2973,11.99,0.48,0.33,0.217,0.16,0.13,0.14,731,498,0.55,2.7,0.21,136,124,260,1440,0.87
1.14,0,7130,17.18,0.48,0.36,0.179,0.21,0.18,0.13,577,745,0.47,2.43,0.14,253,247,500,5341,0.72
1.35,1,1604,10.34,0.51,0.28,0.226,0.3,0.19,0.03,296,231,0.61,1.99,0.14,131,108,239,6870,0.76
1.72,1,4238,16.72,0.44,0.42,0.169,0.13,0.19,0.07,957,732,0.49,2.86,0.12,261,315,576,1032,0.83
1.02,1,52717,28.16,0.35,0.5,0.203,0.08,0.19,0.05,308,532,0.23,1.97,0.09,742,625,1367,12314,0.6
0.86,0,411,9.34,0.5,0.2,0.248,0.19,0.1,0.01,573,475,0.79,3.21,0.36,74,42,116,252,0.8
0.95,0,664,7.67,0.48,0.15,0.357,0.16,0.13,0.02,324,507,0.82,2.5,0.24,56,62,118,520,0.76
0.82,0,1101,6.8,0.52,0.17,0.327,0.3,0.12,0.02,346,416,0.77,2.59,0.19,45,50,95,120,0.77
0.59,0,926,8.08,0.47,0.28,0.223,0.14,0.15,0.03,79,110,0.7,3.49,0.25,12,19,31,123,0.79
0.99,0,396,8.11,0.49,0.2,0.299,0.16,0.21,0.04,252,158,0.83,3.4,0.25,12,15,27,140,0.81
0.61,0,308,7.92,0.52,0.2,0.217,0.11,0.13,0,468,253,0.9,3.7,0.25,10,44,54,40,0.8
0.57,0,3166,3.29,0.48,0.18,0.25,0.2,0.19,0.01,9,16,0.97,1.67,0.11,9,10,19,597,0.61
0.68,0,1345,13.78,0.49,0.36,0.192,0.08,0.12,0.07,1742,1150,0.38,2.72,0.23,56,37,93,542,0.73
1.26,0,3671,19.09,0.5,0.33,0.274,0.16,0.2,0.05,418,1488,0.27,2,0.14,2,67,69,209,0.54
1.14,0,1120,8.12,0.51,0.15,0.379,0.19,0.21,0.05,104,350,0.88,3.04,0.26,0,37,37,187,0.8
1.14,0,719,7.7,0.52,0.14,0.312,0.23,0.2,0.01,189,282,0.87,2.89,0.25,0,53,53,257,0.76
1.44,0,525,7.67,0.51,0.17,0.319,0.18,0.23,0.03,267,234,0.84,3.34,0.2,1,8,9,188,0.76
0.67,0,2241,8.16,0.48,0.13,0.324,0.17,0.21,0.01,193,178,0.95,2.57,0.28,0,24,24,138,0.73
1.37,0,2063,4.32,0.5,0.1,0.339,0.22,0.26,0.03,206,201,0.92,2.31,0.14,73,51,124,1860,0.86
0.86,0,1129,8.08,0.45,0.21,0.273,0.14,0.13,0.05,1166,1156,0.55,2.78,0.22,28,34,62,385,0.92
1.61,0,1530,10.59,0.53,0.15,0.223,0.24,0.21,0.01,115,755,0.71,2.7,0.16,67,30,97,560,0.78
1.02,0,1730,11.32,0.52,0.27,0.265,0.1,0.3,0,307,252,0.65,2.33,0.19,43,44,87,679,0.71
1.3,0,220,16.21,0.55,0.29,0.189,0.07,0,0.04,1486,273,0.77,5.87,0.16,20,12,32,91,0.8
0.83,0,155,18.31,0.48,0.28,0.18,0.09,0.02,0.06,2244,859,0.34,2.89,0.24,23,22,45,103,0.85
0.78,0,289,21.64,0.52,0.32,0.186,0.07,0.02,0.07,2051,465,0.67,4.76,0.32,13,13,26,105,0.89
1.02,0,4266,4.12,0.51,0.19,0.247,0.18,0.14,0.05,1096,968,0.76,2.74,0.15,0,38,38,1639,0.62
0.48,0,505,1.16,0.37,0.55,0.054,0.02,0.05,0.12,432,120,0.01,3.39,0.12,0,20,20,67,0.61
0.66,0,4419,10.63,0.49,0.29,0.208,0.08,0.03,0.07,1392,784,0.26,2.9,0.17,0,40,40,352,0.66
0.55,0,2179,4.4,0.47,0.28,0.32,0.11,0.05,0.03,337,239,0.41,2.38,0.16,0,11,11,91,0.43
1.31,0,3901,8.05,0.64,0.02,0.133,0.83,0.13,0.01,44,256,0.8,1.38,0.13,0,10,10,169,0.71
1.13,0,6445,16.16,0.5,0.25,0.277,0.12,0.12,0.07,711,737,0.33,2.2,0.17,52,37,89,213,0.76
0.99,0,4378,7.51,0.53,0.11,0.263,0.39,0.28,0.01,117,334,0.83,1.69,0.18,180,125,305,1245,0.58
0.86,0,38060,11.22,0.5,0.14,0.311,0.29,0.25,0.05,57,255,0.81,2.86,0.13,37,293,330,2701,0.49
1.22,0,1702,9.69,0.53,0.16,0.27,0.33,0.27,0.01,116,772,0.65,1.66,0.18,119,50,169,1714,0.57
0.66,0,665,7.71,0.52,0.26,0.271,0.16,0.25,0.02,274,655,0.68,2.03,0.23,122,95,217,796,0.77
1.13,0,4930,13.58,0.55,0.21,0.267,0.39,0.34,0.01,270,875,0.75,1.67,0.22,155,147,302,1492,0.73
1.01,0,265,9.78,0.49,0.32,0.191,0.17,0.25,0.02,387,560,0.57,2.34,0.23,71,64,135,630,0.56
1.01,0,275,4.43,0.61,0.01,0.197,0.78,0.21,0,0,122,0.91,1.53,0.13,0,0,0,58,0.67
1.04,0,252,4.77,0.61,0.06,0.218,0.65,0.14,0.07,146,629,0.78,2.34,0.13,0,9,9,184,0.78
0.6,1,143,16.95,0.49,0.43,0.23,0.02,0.14,0.36,211,603,0.01,1.77,0.03,28,51,79,797,0.63
0.33,1,1095,2.35,0.45,0.47,0.166,0.02,0.17,0.23,525,815,0.04,1.94,0.09,140,105,245,2252,0.19
0.89,0,4841,16.75,0.45,0.34,0.267,0.12,0.19,0.09,914,1081,0.37,2.12,0.18,365,354,719,1806,0.57
0.91,0,1467,17.19,0.5,0.32,0.266,0.07,0.07,0.05,660,418,0.38,2.38,0.22,123,127,250,518,0.75
0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,16,0
1.07,0,765,11.62,0.52,0.28,0.279,0.15,0.23,0.02,79,508,0.59,1.94,0.2,36,24,60,244,0.85
2.6,0,20465,44.33,0.44,0.48,0.178,0.15,0.27,0.02,55,640,0.19,1.76,0.13,833,830,1663,3151,0.54
1.1,0,2413,12.96,0.5,0.27,0.217,0.1,0.15,0.04,676,483,0.53,2.78,0.18,210,215,425,680,0.61
1.06,0,3574,14.18,0.55,0.31,0.182,0.06,0.1,0.14,725,798,0.46,3.4,0.19,99,71,170,388,0.7
1.03,0,10724,25.48,0.56,0.23,0.229,0.14,0.12,0.11,1179,1269,0.39,2.24,0.22,123,107,230,613,0.52
1.21,0,37,14.14,0.47,0.33,0.249,0.09,0.1,0.1,280,378,0.77,2.78,0.23,0,1,1,18,0.85
0.92,0,21,13.87,0.56,0.3,0.212,0.04,0.08,0.11,450,527,0.57,3.29,0.33,0,4,4,11,0.8
0.27,0,7,4.33,0.48,0.16,0.181,0.38,0.11,0.02,277,167,0.75,2.9,0.3,0,2,2,8,0.72
0.88,0,6677,5.81,0.52,0.21,0.24,0.14,0.13,0.05,601,655,0.65,2.2,0.13,0,49,49,1176,0.52
0.26,0,3553,1.52,0.51,0.29,0.23,0.08,0.08,0.07,406,192,0.67,2.7,0.12,0,1,1,78,0.36
0.76,0,15338,10.16,0.54,0.24,0.2,0.06,0.03,0.03,317,80,0.36,4.36,0.12,291,287,578,5247,0.57
0.77,0,192,12.49,0.51,0.27,0.176,0.09,0.12,0.09,685,381,0.51,3.29,0.25,63,75,138,198,0.85
0.58,1,4754,13.91,0.54,0.57,0.109,0.01,0.11,0.13,623,986,0.08,2.25,0.07,227,183,410,984,0.05
