INTR_PER_ACRE,RAPID_TRANSIT_ACCESS,TOTAL_EMPLOYMENT,JOBS_PPL_PER_ARCE,POP_FEMALE_PERC,POP_AGE_18_34_PERC,POP_AGE_45_64_PERC,POP_AGE_65_PERC,EDU_2_PERC,RACE_BAA_PERC,RACE_OTHER,VEH_1,TENURE_OWN_PERC,AVG_HH_SIZE_RENT,CONNECTED_NODE_RATIO,TRIP_ORIGINS,TRIP_DESTI,TRIP_ACTIV,TRIP_VMT,RESIDENTIAL_ROADS_PERC
1.17,0,1958,8.65,0.58,0.22,0.162,0.46,0.09,0.08,240,475,0.33,1.65,0.14,0,16,16,874,0.55
0.98,0,1594,9.14,0.56,0.25,0.271,0.1,0.16,0.05,315,454,0.69,2.69,0.19,6,40,46,1124,0.79
1.57,0,828,3.72,0.47,0.13,0.321,0.22,0.27,0.02,290,132,0.89,3.02,0.11,61,46,107,383,0.57
0.52,0,153,0.79,0.51,0.1,0.34,0.14,0.18,0.01,88,36,0.95,2.09,0.1,3,6,9,15,0.8
1.1,0,240,4.92,0.51,0.14,0.28,0.15,0.25,0.01,123,142,0.89,3.91,0.12,0,1,1,25,0.77
0.59,0,282,1.76,0.46,0.12,0.373,0.17,0.22,0.01,185,153,0.89,3.66,0.15,0,5,5,94,0.87
0.67,0,69,3.85,0.52,0.2,0.262,0.25,0.12,0.02,131,141,0.9,3.97,0.19,0,12,12,16,0.74
0.28,0,662,1.09,0.54,0.2,0.204,0.11,0.1,0.12,333,259,0.89,3.65,0.15,0,3,3,512,0.54
0.19,0,815,0.76,0.49,0.15,0.298,0.17,0.13,0.02,253,106,0.87,2.83,0.16,0,6,6,315,0.69
0.69,0,462,10.8,0.57,0.21,0.283,0.09,0.09,0.12,1006,723,0.52,2.57,0.21,0,9,9,49,0.84
0.67,0,738,7.49,0.51,0.16,0.274,0.1,0.12,0.07,603,130,0.82,3.68,0.22,0,12,12,58,0.82
0.57,0,157,11.15,0.5,0.23,0.184,0.1,0.06,0.13,1272,356,0.48,3.63,0.31,0,8,8,39,0.87
1.74,0,1336,7.65,0.47,0.2,0.31,0.25,0.18,0.09,246,300,0.67,1.6,0.13,1,35,36,642,0.55
0.58,0,394,7.21,0.47,0.24,0.201,0.12,0.09,0.08,421,180,0.67,3.79,0.22,0,4,4,34,0.67
1.19,0,216,3.86,0.57,0.03,0.231,0.7,0.12,0.04,108,238,0.88,1.38,0.14,0,2,2,59,0.78
0.72,0,593,9.05,0.47,0.23,0.228,0.1,0.04,0.03,530,338,0.61,2.88,0.18,46,13,59,830,0.68
0.96,0,280,10.55,0.54,0.27,0.242,0.07,0.11,0.05,590,550,0.49,2.86,0.19,28,37,65,267,0.71
0.83,0,464,11.05,0.5,0.25,0.281,0.08,0.06,0.01,939,225,0.69,4.08,0.28,2,3,5,32,0.78
0.62,0,309,12.02,0.48,0.23,0.266,0.12,0.08,0.03,479,298,0.63,3.4,0.27,29,5,34,214,0.78
0.65,0,715,2.77,0.47,0.27,0.253,0.06,0.06,0.13,777,200,0.7,3.67,0.16,129,73,202,2255,0.57
0.87,0,354,7.1,0.48,0.25,0.271,0.21,0.09,0.17,382,122,0.76,3.27,0.16,0,5,5,84,0.68
0.98,0,70,8.19,0.54,0.2,0.326,0.14,0.1,0.1,678,242,0.76,2.64,0.17,0,1,1,13,0.86
0.58,0,119,3.93,0.46,0.31,0.203,0.1,0.09,0.13,296,57,0.63,3.57,0.2,18,15,33,236,0.66
0.86,0,303,7.41,0.48,0.19,0.205,0.22,0.15,0.02,333,241,0.84,3.6,0.24,0,10,10,25,0.78
1.15,0,850,4.54,0.54,0.14,0.25,0.16,0.19,0.01,511,250,0.88,1.77,0.19,0,9,9,105,0.71
1.43,0,336,9.49,0.5,0.17,0.267,0.09,0.17,0.03,75,246,0.84,3.32,0.19,0,4,4,53,0.77
0.85,0,1004,3.11,0.53,0.16,0.363,0.19,0.23,0.03,149,190,0.87,2.66,0.16,73,72,145,777,0.69
0.63,0,275,6.47,0.47,0.25,0.255,0.12,0.08,0.01,229,252,0.82,2.64,0.31,0,5,5,26,0.9
0.47,0,176,5.45,0.51,0.3,0.191,0.07,0.08,0.06,1191,449,0.45,2.82,0.17,1,28,29,1176,0.73
1.08,0,439,7.44,0.52,0.23,0.255,0.08,0.09,0.08,804,361,0.66,3.23,0.16,1,40,41,1027,0.66
0.8,0,3307,9.93,0.48,0.31,0.189,0.08,0.1,0.07,572,639,0.45,2.74,0.15,147,148,295,1013,0.58
0.31,0,705,3.65,0.55,0.32,0.208,0.08,0.08,0.14,232,112,0.7,4.08,0.25,0,1,1,140,0.72
0.96,0,185,10.07,0.52,0.29,0.22,0.08,0.09,0.12,822,634,0.48,2.96,0.2,1,35,36,107,0.66
0.71,0,2183,4.41,0.57,0.3,0.196,0.05,0.07,0.18,664,493,0.53,3.38,0.13,24,27,51,807,0.44
1.11,0,133,9.32,0.53,0.29,0.211,0.05,0.08,0.05,2468,360,0.75,3.65,0.19,38,59,97,204,0.81
1.19,0,444,16.16,0.52,0.28,0.262,0.11,0.04,0.08,1442,291,0.6,3.22,0.21,24,25,49,178,0.78
0.09,0,186,0.7,0.49,0.26,0.145,0.09,0.03,0.04,688,125,0.72,3.99,0.22,0,0,0,20,0.61
0.83,0,338,16.55,0.49,0.28,0.208,0.11,0.07,0.15,725,591,0.35,2.41,0.24,23,20,43,144,0.67
0.84,0,716,12.91,0.54,0.27,0.226,0.17,0.07,0.07,492,342,0.47,1.9,0.23,37,17,54,255,0.75
1.18,0,104,14.5,0.49,0.29,0.227,0.05,0.04,0.03,1228,472,0.6,3.69,0.25,9,6,15,51,0.86
0.95,0,567,15.21,0.51,0.29,0.27,0.08,0.07,0.05,537,249,0.69,4.28,0.35,17,12,29,166,0.82
1.45,0,614,8.27,0.52,0.19,0.323,0.2,0.18,0.02,282,325,0.75,2.76,0.16,0,9,9,293,0.66
1.6,0,4834,15.12,0.49,0.35,0.275,0.11,0.25,0.04,453,530,0.54,2.13,0.15,0,10,10,284,0.54
1.18,0,708,4.67,0.48,0.43,0.253,0.08,0.17,0.02,138,105,0.7,1.98,0.13,0,4,4,465,0.48
1.75,0,171,12.29,0.44,0.24,0.279,0.14,0.12,0.01,278,169,0.79,2.9,0.16,0,1,1,7,0.88
0.63,0,62,7.06,0.52,0.19,0.265,0.12,0.1,0.02,177,191,0.79,3.33,0.29,0,9,9,6,0.91
0.65,0,302,6.71,0.47,0.17,0.233,0.13,0.06,0.04,527,320,0.7,3.34,0.28,24,12,36,406,0.67
1.55,0,742,7.92,0.52,0.18,0.225,0.28,0.21,0.02,209,571,0.58,2.17,0.17,67,59,126,241,0.79
0.49,0,518,6.81,0.47,0.25,0.218,0.08,0.06,0.07,743,374,0.5,2.51,0.14,25,36,61,1087,0.7
1.12,0,291,11.79,0.53,0.23,0.32,0.1,0.13,0.01,247,471,0.7,3.02,0.22,56,35,91,217,0.81
1.02,0,533,5.51,0.49,0.25,0.26,0.09,0.1,0.01,510,531,0.65,2.92,0.14,0,5,5,512,0.79
0.58,0,2450,4.77,0.52,0.31,0.249,0.09,0.24,0.11,347,607,0.55,2.24,0.13,0,27,27,1211,0.8
0.19,0,679,2.61,0.58,0.1,0.163,0.6,0.14,0,58,149,0.94,4.48,0.13,0,3,3,533,0.32
0.03,0,234,0.19,0.49,0.2,0.211,0.1,0.09,0.05,684,521,0.8,4.12,0.19,0,5,5,245,0.77
0.02,0,391,0.02,0.46,0.12,0.269,0.33,0.05,0,398,143,0.83,3.97,0.05,0,0,0,0,0.89
0.44,0,1460,7.62,0.54,0.15,0.204,0.36,0.1,0.02,346,480,0.76,2.89,0.17,0,40,40,463,0.7
0.16,0,2869,3.42,0.16,0.48,0.167,0.05,0.04,0.06,922,154,0.44,2.55,0.4,0,1,1,7,0.87
0.51,0,295,9.69,0.53,0.12,0.248,0.32,0.13,0.02,363,280,0.85,2.72,0.33,0,2,2,10,0.84
0.32,0,94,3.55,0.52,0.16,0.251,0.11,0.08,0.02,471,310,0.71,3.3,0.21,0,1,1,17,0.79
0.02,0,231,0.05,0.57,0.11,0.347,0.21,0.05,0,41,79,0.7,3.49,0.12,0,0,0,37,0.86
0.12,0,938,0.45,0.54,0.19,0.197,0.26,0.13,0.03,1172,668,0.82,3.44,0.16,0,1,1,25,0.75
0.01,0,869,0.11,0.53,0,0.222,0.77,0.17,0,0,66,0.99,2,0.11,0,42,42,516,0.11
0.41,0,97,0.83,0.53,0.06,0.42,0.26,0.15,0,88,150,0.93,1.36,0.11,0,13,13,3,0.89
0.27,0,1444,1.8,0.53,0.24,0.255,0.12,0.04,0.03,307,451,0.48,2.64,0.27,0,1,1,11,0.77
0.43,0,362,1.86,0.53,0.14,0.33,0.34,0.1,0,50,300,0.79,2.24,0.21,0,15,15,38,0.68
0.72,0,1472,8.74,0.47,0.2,0.246,0.26,0.06,0.03,254,271,0.61,2.36,0.19,0,20,20,30,0.75
0.57,0,336,8.08,0.53,0.14,0.272,0.38,0.07,0.01,342,355,0.88,2.33,0.27,0,31,31,44,0.84
0.24,0,767,0.64,0.51,0.07,0.167,0.59,0.16,0.01,196,77,0.91,1.5,0.11,0,9,9,514,0.7
0.35,0,915,2.89,0.49,0.25,0.199,0.23,0.08,0.01,1288,495,0.66,3.65,0.25,0,3,3,10,0.76
0.29,0,607,1.25,0.52,0.19,0.25,0.15,0.07,0.05,2018,497,0.78,3.8,0.17,0,0,0,1036,0.78
0.63,0,868,4.8,0.55,0.26,0.244,0.1,0.04,0.05,1111,591,0.49,2.94,0.24,0,1,1,3,0.8
0.38,0,1707,4.8,0.47,0.2,0.189,0.4,0.12,0.02,579,329,0.69,2.49,0.18,0,5,5,23,0.59
0.31,0,1555,1.52,0.47,0.3,0.193,0.15,0.02,0.06,1671,674,0.42,3.35,0.17,0,4,4,1,0.73
1.27,0,2542,12.31,0.51,0.23,0.228,0.11,0.04,0.03,1855,598,0.48,3.32,0.22,0,1,1,1,0.81
0.05,0,173,0.16,0.52,0.19,0.21,0.12,0.08,0.03,355,183,0.85,3.51,0.19,0,1,1,10,0.78
0.39,0,603,3.59,0.52,0.25,0.21,0.09,0.09,0.05,543,1096,0.74,3.13,0.17,0,21,21,90,0.75
1.39,0,422,7.11,0.51,0.12,0.253,0.12,0.2,0.01,391,435,0.76,3.52,0.14,0,0,0,25,0.55
0.83,1,1176,17.95,0.5,0.29,0.193,0.05,0.04,0.01,1096,698,0.3,3.32,0.25,21,20,41,279,0.56
1.08,0,1351,17.79,0.53,0.3,0.224,0.07,0.07,0.06,489,493,0.35,2.8,0.18,23,17,40,198,0.72
1.05,0,2728,7.69,0.53,0.24,0.254,0.08,0.15,0.03,402,711,0.7,3,0.12,1,166,167,570,0.8
0.33,0,576,4.08,0.48,0.16,0.208,0.24,0.08,0.02,485,320,0.8,3,0.27,0,25,25,398,0.69
1.03,0,1100,10.66,0.49,0.18,0.303,0.09,0.15,0,287,438,0.82,3.65,0.23,70,49,119,293,0.77
0.71,0,60,4.43,0.55,0.01,0.096,0.89,0.16,0,8,122,0.95,1.34,0.32,9,1,10,108,0.83
0.38,0,1662,0.68,0.37,0.81,0.043,0.01,0.06,0.05,182,128,0,2.84,0.14,203,169,372,959,0.58
1.09,0,1052,10.29,0.5,0.3,0.236,0.1,0.07,0.06,853,630,0.49,3.2,0.23,73,49,122,711,0.7
0.84,0,1313,12.41,0.43,0.29,0.284,0.08,0.11,0.02,279,836,0.61,2.74,0.2,131,116,247,586,0.71
1.03,0,5581,16.11,0.54,0.23,0.295,0.1,0.14,0.02,677,586,0.65,2.31,0.21,128,96,224,624,0.72
0.36,0,1535,0.59,0.57,0.11,0.359,0.38,0.24,0.01,111,465,0.74,1.59,0.06,0,0,0,0,0.79
0.04,0,2880,0.07,0.55,0.04,0.338,0.46,0.15,0,171,301,0.81,1.55,0.11,0,0,0,0,0.76
0.03,0,783,0.09,0.52,0.16,0.256,0.26,0.07,0.01,614,400,0.7,2.65,0.22,0,0,0,20,0.93
0.01,0,167,0.01,0.52,0.09,0.3,0.46,0.1,0,79,110,0.83,2.17,0.08,0,2,2,563,0.74
0.1,0,1740,0.53,0.53,0.13,0.255,0.31,0.11,0,460,668,0.76,2.19,0.19,0,0,0,0,1
0.28,0,3250,1.97,0.5,0.15,0.221,0.34,0.09,0.01,305,400,0.7,2.15,0.16,0,0,0,27,0.91
0.33,0,417,3.53,0.5,0.14,0.297,0.16,0.06,0,542,261,0.8,3.4,0.22,0,0,0,5,0.93
0.18,0,2611,0.31,0.49,0.14,0.301,0.38,0.19,0.01,228,413,0.75,2.12,0.08,0,0,0,0,0.83
0.77,0,3372,2.69,0.52,0.11,0.267,0.39,0.19,0,54,203,0.81,2.23,0.11,0,0,0,0,0.88
0.91,0,891,3.97,0.55,0.16,0.267,0.35,0.15,0,487,384,0.65,2.44,0.18,0,2,2,4,0.91
0.47,0,580,3.05,0.55,0.21,0.254,0.23,0.08,0.01,762,807,0.59,2.76,0.19,0,0,0,4,0.89
0.65,0,3804,6.76,0.56,0.29,0.26,0.12,0.07,0.01,450,780,0.39,2.47,0.2,0,2,2,8,0.67
0.63,0,221,5.64,0.56,0.18,0.24,0.19,0.05,0,574,291,0.68,2.82,0.17,0,0,0,0,0.88
0.02,0,384,0.01,0.48,0.08,0.333,0.42,0.08,0,151,98,0.86,2.49,0.04,0,6,6,124,0.86
0.02,0,264,0.02,0.49,0.19,0.22,0.22,0.07,0,491,180,0.88,3.04,0.06,0,1,1,334,0.58
0.18,0,1892,0.66,0.46,0.2,0.215,0.2,0.08,0.01,1622,339,0.69,3.55,0.14,0,6,6,173,0.86
0.08,0,1420,0.11,0.49,0.18,0.41,0.25,0.09,0,906,297,0.64,2.23,0.1,0,0,0,316,0.83
0.17,0,395,0.41,0.55,0.12,0.268,0.43,0.22,0.01,365,161,0.7,2.47,0.13,0,1,1,7,0.86
0.17,0,836,0.84,0.52,0.16,0.292,0.17,0.06,0.01,1214,267,0.68,2.51,0.13,0,0,0,0,1
0.17,0,417,0.27,0.52,0.1,0.335,0.37,0.12,0,312,283,0.83,2.21,0.07,0,0,0,5,0.86
1.04,0,251,2.86,0.53,0.08,0.274,0.45,0.24,0,183,260,0.85,1.92,0.15,0,0,0,2,0.94
0.05,0,1552,0.34,0.47,0.14,0.331,0.28,0.09,0,14,314,0.86,1.9,0.24,0,0,0,17,0.8
0.9,0,259,7.85,0.52,0.22,0.278,0.24,0.1,0,140,465,0.68,1.97,0.16,0,0,0,0,0.84
0.25,0,618,0.72,0.53,0.1,0.281,0.45,0.15,0.02,249,314,0.83,2.49,0.12,0,0,0,43,0.89
0.61,0,2471,4.51,0.49,0.35,0.212,0.22,0.1,0.01,180,462,0.29,2.18,0.23,0,0,0,0,0.86
0.46,0,979,3.36,0.48,0.13,0.321,0.23,0.07,0.02,346,303,0.63,1.72,0.16,0,0,0,0,0.98
0.08,0,1079,0.16,0.5,0.09,0.332,0.4,0.18,0.02,413,422,0.73,2.38,0.1,0,2,2,18,0.81
0.07,0,490,0.05,0.53,0.12,0.302,0.34,0.09,0.02,23,188,0.85,2.22,0.06,0,7,7,1107,0.8
0,0,595,0,0.49,0.09,0.208,0.31,0.06,0,309,174,0.78,2.37,0.07,0,0,0,195,0.55
0.19,0,1617,1.28,0.48,0.21,0.241,0.23,0.15,0.02,427,487,0.87,3.37,0.23,0,4,4,101,0.75
0.85,0,204,6.24,0.51,0.19,0.204,0.11,0.08,0.04,1427,498,0.86,3.78,0.17,0,14,14,157,0.76
0.46,0,145,2.37,0.53,0.2,0.218,0.1,0.07,0.06,780,685,0.68,2.95,0.15,0,4,4,16,0.73
0.44,0,738,2.96,0.53,0.15,0.244,0.2,0.11,0.08,959,886,0.78,3.79,0.14,0,25,25,69,0.87
0.72,0,307,6.86,0.54,0.23,0.24,0.11,0.11,0.03,956,628,0.79,3.41,0.18,0,14,14,194,0.85
0.15,0,1513,0.81,0.5,0.23,0.244,0.31,0.04,0,217,117,0.78,3.55,0.12,0,16,16,210,0.82
1,0,604,7.86,0.58,0.21,0.208,0.13,0.07,0.05,985,341,0.78,3.02,0.19,0,0,0,2,0.75
0.57,0,219,3.08,0.54,0.18,0.207,0.28,0.06,0.02,805,623,0.65,3,0.3,0,18,18,18,0.97
0.16,0,274,1.07,0.51,0.15,0.224,0.15,0.12,0.09,114,78,0.73,3.29,0.18,0,6,6,179,0.81
0.68,0,603,5.66,0.46,0.21,0.204,0.13,0.08,0.1,483,134,0.74,4.07,0.23,0,17,17,78,0.81
0.68,0,125,3.97,0.51,0.21,0.209,0.11,0.1,0.12,843,625,0.83,3.05,0.29,0,1,1,35,0.86
0.72,0,144,7.14,0.55,0.18,0.267,0.12,0.15,0.1,1371,531,0.83,3.23,0.18,0,1,1,18,0.95
0.96,0,125,4.9,0.52,0.15,0.222,0.29,0.13,0.03,882,656,0.81,4,0.2,0,17,17,49,0.76
0.12,0,380,0.36,0.47,0.28,0.204,0.07,0.07,0.13,756,262,0.83,4.17,0.19,0,6,6,17,0.83
0.29,0,1017,3.37,0.52,0.32,0.144,0.02,0.05,0.11,673,342,0.64,4.57,0.21,120,115,235,382,0.7
0.35,0,161,3.08,0.5,0.31,0.152,0.04,0.06,0.09,553,251,0.8,5.07,0.19,28,12,40,137,0.77
0.14,0,66,1.41,0.45,0.27,0.18,0.08,0.05,0.02,565,188,0.68,4.3,0.22,12,19,31,42,0.63
1.2,0,568,15.38,0.5,0.22,0.242,0.12,0.01,0.01,563,333,0.58,3.44,0.2,0,2,2,15,0.84
2.06,0,321,10.07,0.52,0.25,0.191,0.04,0.04,0.09,937,342,0.58,3.55,0.1,0,8,8,66,0.71
1.91,0,149,6.16,0.57,0.25,0.177,0.06,0.07,0.18,687,405,0.72,3.98,0.09,0,10,10,65,0.76
1.06,0,31,22.94,0.49,0.37,0.228,0.07,0.04,0.13,754,605,0.16,2.71,0.14,47,37,84,192,0.65
0.64,0,747,13.05,0.58,0.33,0.22,0.21,0.11,0.13,591,1031,0.23,1.83,0.22,71,54,125,310,0.72
1.04,0,3898,13.08,0.48,0.22,0.257,0.23,0.2,0.01,242,1300,0.58,2.43,0.13,0,63,63,910,0.64
1,0,1210,11.54,0.51,0.25,0.241,0.12,0.09,0.01,648,516,0.7,2.93,0.26,0,28,28,161,0.84
1.05,0,932,10.08,0.5,0.33,0.305,0.1,0.17,0.02,162,441,0.7,2.35,0.21,0,7,7,217,0.88
1.15,0,1369,10.79,0.46,0.22,0.342,0.11,0.16,0.02,507,487,0.84,2.15,0.2,0,10,10,189,0.82
1.01,0,3798,10.27,0.5,0.2,0.308,0.18,0.11,0.03,592,946,0.73,2.73,0.2,0,53,53,877,0.77
1.08,0,1361,5,0.56,0.08,0.193,0.53,0.16,0.01,243,692,0.77,1.91,0.17,0,16,16,77,0.67
1.14,0,1322,6.11,0.57,0.05,0.214,0.67,0.15,0.02,112,155,0.75,1.42,0.17,0,4,4,90,0.81
1.12,0,2389,12.64,0.54,0.25,0.229,0.19,0.16,0.01,319,546,0.47,2,0.21,0,10,10,108,0.81
1.12,0,2815,3.41,0.52,0.1,0.233,0.16,0.19,0.02,273,801,0.65,2.43,0.11,0,56,56,2227,0.58
2.04,0,130,8.3,0.48,0.13,0.302,0.08,0.26,0.03,457,341,0.79,2.67,0.1,0,4,4,57,0.86
0.36,0,11601,2.91,0.49,0.37,0.242,0.18,0.35,0.03,258,1711,0.35,1.68,0.1,0,188,188,3941,0.39
1.93,0,28,10.78,0.54,0.25,0.295,0.09,0.14,0.06,257,408,0.66,2.21,0.13,0,4,4,288,0.76
0.74,0,223,6.19,0.48,0.28,0.297,0.16,0.17,0.03,319,744,0.56,2.03,0.17,0,41,41,217,0.72
1.28,0,236,12.07,0.53,0.18,0.269,0.19,0.21,0.01,93,261,0.76,2.83,0.26,0,2,2,41,0.92
0.68,0,55,7.71,0.49,0.3,0.232,0.07,0.12,0.07,1430,620,0.48,3.06,0.18,14,24,38,73,0.81
1.2,0,122,6.08,0.48,0.21,0.257,0.07,0.12,0.11,415,186,0.76,4.15,0.15,34,18,52,340,0.68
0.93,0,159,17.75,0.5,0.17,0.179,0.09,0.01,0.18,301,693,0.23,3.17,0.21,16,13,29,140,0.61
1.27,0,8288,16.19,0.49,0.13,0.318,0.26,0.3,0.02,178,486,0.66,1.89,0.13,0,56,56,273,0.56
1.19,0,6952,18.6,0.53,0.18,0.289,0.19,0.29,0.03,107,616,0.43,1.98,0.14,0,81,81,242,0.65
1.65,0,778,8.52,0.49,0.31,0.324,0.13,0.15,0.05,443,907,0.38,1.94,0.13,0,17,17,168,0.75
1.19,0,1049,3.84,0.52,0.22,0.341,0.22,0.12,0.02,164,558,0.55,2.23,0.11,10,26,36,304,0.71
1.65,0,4838,13.33,0.52,0.35,0.215,0.09,0.15,0.02,129,576,0.19,2.03,0.1,0,35,35,619,0.29
0.76,0,2098,6.35,0.45,0.14,0.325,0.25,0.13,0.01,102,52,0.99,3.22,0.23,0,7,7,59,0.79
0.94,0,1148,6.73,0.56,0.2,0.3,0.2,0.13,0,271,307,0.74,2.79,0.18,0,8,8,109,0.66
1.67,0,746,7.81,0.53,0.18,0.283,0.19,0.14,0.03,341,254,0.83,2.55,0.2,2,18,20,75,0.75
1.11,0,236,13.58,0.49,0.29,0.242,0.09,0.11,0.05,554,687,0.46,2.65,0.22,0,26,26,44,0.83
1.58,0,1437,15.36,0.46,0.31,0.233,0.09,0.08,0.07,336,726,0.43,2.58,0.14,0,14,14,348,0.67
1.56,0,2193,13.12,0.51,0.29,0.256,0.11,0.1,0.01,764,547,0.59,2.05,0.14,0,40,40,646,0.72
2.71,0,328,16.89,0.5,0.34,0.177,0.09,0.06,0.04,899,1026,0.2,2.36,0.07,0,17,17,64,0.73
0.82,0,192,10.21,0.54,0.2,0.347,0.18,0.19,0.01,203,494,0.79,2.72,0.29,0,7,7,30,0.81
0.32,0,16377,8.41,0.52,0.32,0.155,0.05,0.07,0.03,842,187,0.61,4.58,0.15,56,51,107,429,0.58
1.46,0,67,12.11,0.49,0.27,0.217,0.11,0.24,0.01,294,518,0.53,2.61,0.19,0,2,2,422,0.8
1.34,0,467,11.39,0.47,0.22,0.292,0.09,0.17,0.02,275,147,0.8,3.24,0.21,22,24,46,248,0.75
1.25,0,633,6.75,0.45,0.28,0.209,0.1,0.19,0.09,562,649,0.65,2.93,0.18,70,63,133,1954,0.73
1.01,0,218,8.11,0.48,0.2,0.276,0.06,0.2,0.04,216,548,0.57,2.45,0.16,1,56,57,202,0.69
0.65,0,6500,2.87,0.49,0.23,0.206,0.07,0.17,0.06,272,278,0.65,2.85,0.14,37,101,138,3216,0.43
1.01,0,43,8.05,0.5,0.19,0.21,0.1,0.27,0.08,236,104,0.75,4.23,0.24,0,4,4,43,0.79
1.26,0,1120,6.7,0.53,0.22,0.298,0.17,0.25,0.08,398,681,0.52,2.11,0.15,0,25,25,145,0.58
0.83,0,441,9.8,0.46,0.19,0.258,0.08,0.21,0.03,587,611,0.63,2.23,0.23,0,14,14,162,0.73
1.13,0,860,6.26,0.5,0.19,0.231,0.08,0.22,0.06,332,367,0.88,4.96,0.16,0,17,17,212,0.8
